,ApplicationDate,CreditAmount,PersonType,ApprovalStatus,ProductType,City,Revenue,Age,CreditScore,Prob_DefaultStatus
1931,390,765,PJ,DENIED,CartaoCredito,Springfield,401126.0,5.0,654,0.0
1932,280,10781,PJ,DENIED,Emprestimo,Smallville,1737302.0,1.0,603,0.0
1933,566,2906,PJ,DENIED,Emprestimo,Springfield,716041.0,17.0,693,0.0
1935,505,1107,PJ,DENIED,CartaoCredito,Springfield,476539.0,3.0,408,0.0
1936,272,6780,PJ,DENIED,CartaoCredito,Night City,1247862.0,8.0,432,0.0
1937,549,3462,PJ,DENIED,CartaoCredito,Smallville,90583.0,10.0,315,0.0
1938,334,18199,PJ,DENIED,Emprestimo,Springfield,672807.0,17.0,274,0.0
1939,566,5444,PJ,DENIED,Emprestimo,Springfield,690207.0,13.0,228,0.0
1940,347,2623,PJ,DENIED,CartaoCredito,Smallville,817668.0,1.0,484,0.0
1941,259,6567,PJ,DENIED,Emprestimo,Night City,405619.0,4.0,688,0.0
1943,380,942,PJ,DENIED,Emprestimo,Springfield,47876.0,4.0,590,0.0
1944,460,5320,PJ,DENIED,Emprestimo,Smallville,20184.0,4.0,568,0.0
1945,287,679,PJ,DENIED,Emprestimo,Springfield,90583.0,2.0,382,0.0
1946,566,4690,PJ,DENIED,CartaoCredito,Night City,53591.0,17.0,669,0.0
1948,257,2339,PJ,DENIED,CartaoCredito,Springfield,1188543.0,2.0,618,0.0
1949,465,2523,PJ,DENIED,Emprestimo,Smallville,147598.0,16.0,302,0.0
1950,288,16596,PJ,DENIED,Emprestimo,Smallville,1901671.0,1.0,665,0.0
1951,598,641,PJ,DENIED,CartaoCredito,Smallville,1032384.0,3.0,477,0.0
1952,404,5176,PJ,DENIED,Emprestimo,Night City,173132.0,14.0,631,0.0
1953,290,2342,PJ,DENIED,Emprestimo,Night City,191693.0,3.0,655,0.0
1954,242,15074,PJ,DENIED,Emprestimo,Springfield,444623.0,9.0,654,0.0
1955,409,1453,PJ,DENIED,CartaoCredito,Smallville,297747.0,2.0,267,0.0
1956,431,7926,PJ,DENIED,CartaoCredito,Springfield,395382.0,3.0,495,0.0
1957,294,2430,PJ,DENIED,CartaoCredito,Springfield,238946.0,8.0,688,0.0
1959,238,5784,PJ,DENIED,Emprestimo,Smallville,498073.0,7.0,689,0.0
1960,554,2865,PJ,DENIED,Emprestimo,Night City,106094.0,9.0,262,0.0
1961,236,1083,PJ,DENIED,Emprestimo,Night City,553008.0,4.0,451,0.0
1962,341,8465,PJ,DENIED,Emprestimo,Springfield,206947.0,37.0,271,0.0
1963,297,3331,PJ,DENIED,Emprestimo,Night City,188212.0,10.0,451,0.0
1964,297,206,PJ,DENIED,CartaoCredito,Night City,268049.0,10.0,420,0.0
1965,304,830,PJ,DENIED,Emprestimo,Springfield,90583.0,13.0,356,0.0
1966,579,27366,PJ,DENIED,Emprestimo,Springfield,201826.0,6.0,607,0.0
1967,476,1161,PJ,DENIED,Emprestimo,Springfield,112969.0,6.0,415,0.0
1968,456,1710,PJ,DENIED,Emprestimo,Night City,438748.0,27.0,205,0.0
1969,527,2616,PJ,DENIED,Emprestimo,Springfield,426488.0,3.0,602,0.0
1970,387,679,PJ,DENIED,CartaoCredito,Night City,191202.0,7.0,545,0.0
1971,539,7151,PJ,DENIED,CartaoCredito,Night City,313221.0,21.0,470,0.0
1972,493,2386,PJ,DENIED,Emprestimo,Smallville,65899.0,22.0,575,0.0
1973,352,514,PJ,DENIED,CartaoCredito,Night City,408972.0,22.0,614,0.0
1974,239,11404,PJ,DENIED,CartaoCredito,Smallville,26516.0,7.0,687,0.0
1975,545,2153,PJ,DENIED,CartaoCredito,Smallville,884718.0,1.0,231,0.0
1976,246,6066,PJ,DENIED,Emprestimo,Smallville,1137135.0,4.0,269,0.0
1977,462,5534,PJ,DENIED,CartaoCredito,Night City,370725.0,27.0,226,0.0
1978,284,12721,PJ,DENIED,Emprestimo,Springfield,856103.0,20.0,389,0.0
1979,361,4874,PJ,DENIED,Emprestimo,Night City,194838.0,3.0,629,0.0
1980,465,2662,PJ,DENIED,Emprestimo,Springfield,422242.0,13.0,390,0.0
1981,568,1451,PJ,DENIED,Emprestimo,Night City,1718500.0,4.0,634,0.0
1983,390,1013,PJ,DENIED,CartaoCredito,Night City,53536.0,5.0,568,0.0
1984,499,111,PJ,DENIED,Emprestimo,Springfield,71142.0,2.0,482,0.0
1985,533,5352,PJ,DENIED,CartaoCredito,Night City,668537.0,23.0,351,0.0
1986,553,2910,PJ,DENIED,Emprestimo,Springfield,25794.0,3.0,270,0.0
1987,324,91,PJ,DENIED,CartaoCredito,Springfield,50772.0,16.0,368,0.0
1988,247,387,PJ,DENIED,Emprestimo,Springfield,90559.0,21.0,391,0.0
1989,533,17440,PJ,DENIED,Emprestimo,Night City,61943.0,8.0,452,0.0
1990,397,1050,PJ,DENIED,Emprestimo,Smallville,167249.0,19.0,332,0.0
1991,552,4808,PJ,DENIED,CartaoCredito,Springfield,21479.0,5.0,409,0.0
1992,289,7762,PJ,DENIED,Emprestimo,Springfield,90583.0,10.0,348,0.0
1993,466,206,PJ,DENIED,CartaoCredito,Smallville,1701198.0,5.0,617,0.0
1995,489,3552,PJ,DENIED,CartaoCredito,Smallville,1771129.0,6.0,284,0.0
1996,314,148,PJ,DENIED,CartaoCredito,Springfield,85760.0,13.0,535,0.0
1997,359,4646,PJ,DENIED,Emprestimo,Night City,403312.0,4.0,239,0.0
1998,388,1774,PJ,DENIED,CartaoCredito,Night City,606859.0,24.0,512,0.0
1999,562,1154,PJ,DENIED,CartaoCredito,Springfield,9391.0,1.0,391,0.0
2000,530,8724,PJ,DENIED,Emprestimo,Springfield,2002195.0,3.0,543,0.0
2001,489,673,PJ,DENIED,CartaoCredito,Night City,90583.0,11.0,302,0.0
2002,460,14148,PJ,DENIED,CartaoCredito,Night City,538505.0,27.0,432,0.0
2003,345,167,PJ,DENIED,CartaoCredito,Night City,783560.0,13.0,513,0.0
2004,463,5201,PJ,DENIED,CartaoCredito,Smallville,350798.0,14.0,666,0.0
2005,543,1099,PJ,DENIED,CartaoCredito,Night City,1451572.0,3.0,457,0.0
2006,516,600,PJ,DENIED,Emprestimo,Smallville,1009608.0,5.0,484,0.0
2007,535,936,PJ,DENIED,Emprestimo,Smallville,598503.0,17.0,539,0.0
2009,344,5437,PJ,DENIED,CartaoCredito,Smallville,131611.0,13.0,220,0.0
2010,254,4520,PJ,DENIED,Emprestimo,Smallville,583.0,25.0,421,0.0
2011,334,1174,PJ,DENIED,Emprestimo,Smallville,195776.0,1.0,318,0.0
2012,508,3564,PJ,DENIED,CartaoCredito,Smallville,949787.0,5.0,529,0.0
2013,308,3009,PJ,DENIED,Emprestimo,Night City,411785.0,10.0,553,0.0
2014,416,717,PJ,DENIED,Emprestimo,Springfield,427709.0,5.0,556,0.0
2015,443,7467,PJ,DENIED,Emprestimo,Smallville,817032.0,27.0,680,0.0
2016,256,4228,PJ,DENIED,Emprestimo,Night City,206159.0,12.0,492,0.0
2017,302,812,PJ,DENIED,CartaoCredito,Smallville,2211401.0,3.0,548,0.0
2018,487,4241,PJ,DENIED,CartaoCredito,Night City,2697891.0,3.0,332,0.0
2020,566,1850,PJ,DENIED,Emprestimo,Smallville,101960.0,5.0,360,0.0
2021,570,621,PJ,DENIED,Emprestimo,Springfield,57427.0,10.0,325,0.0
2022,333,21293,PJ,DENIED,Emprestimo,Smallville,424735.0,3.0,285,0.0
2026,411,1574,PJ,DENIED,CartaoCredito,Night City,790144.0,10.0,581,0.0
2027,344,2691,PJ,DENIED,CartaoCredito,Smallville,97103.0,4.0,626,0.0
2029,377,15711,PJ,DENIED,CartaoCredito,Smallville,287794.0,39.0,259,0.0
2030,445,1747,PJ,DENIED,CartaoCredito,Springfield,119649.0,31.0,443,0.0
2031,461,77,PJ,DENIED,Emprestimo,Springfield,352056.0,0.0,296,0.0
2032,330,15,PJ,DENIED,CartaoCredito,Smallville,443366.0,4.0,388,0.0
2033,519,13141,PJ,DENIED,Emprestimo,Springfield,276285.0,4.0,387,0.0
2034,298,480,PJ,DENIED,Emprestimo,Night City,90583.0,22.0,428,0.0
2035,374,1000,PJ,DENIED,CartaoCredito,Springfield,192347.0,75.0,492,0.0
2036,374,3162,PJ,DENIED,Emprestimo,Night City,1177518.0,16.0,527,0.0
2037,470,1028,PJ,DENIED,CartaoCredito,Springfield,776301.0,3.0,377,0.0
2038,553,832,PJ,DENIED,Emprestimo,Smallville,181198.0,5.0,555,0.0
2039,490,1026,PJ,DENIED,CartaoCredito,Night City,327347.0,22.0,564,0.0
2040,468,3010,PJ,DENIED,Emprestimo,Night City,172935.0,18.0,314,0.0
2041,526,853,PJ,DENIED,Emprestimo,Night City,1198819.0,10.0,662,0.0
2042,584,3855,PJ,DENIED,CartaoCredito,Night City,291260.0,6.0,500,0.0
2044,338,732,PJ,DENIED,Emprestimo,Smallville,90583.0,22.0,342,0.0
2045,320,3182,PJ,DENIED,Emprestimo,Smallville,1304606.0,12.0,468,0.0
2046,457,5382,PJ,DENIED,Emprestimo,Springfield,879408.0,2.0,310,0.0
2047,559,3604,PJ,DENIED,Emprestimo,Smallville,98498.0,3.0,484,0.0
2048,542,2339,PJ,DENIED,CartaoCredito,Night City,1727039.0,16.0,596,0.0
2049,512,12301,PJ,DENIED,CartaoCredito,Night City,340572.0,37.0,232,0.0
2050,508,5338,PJ,DENIED,CartaoCredito,Night City,671562.0,16.0,562,0.0
2051,284,3321,PJ,DENIED,Emprestimo,Smallville,533834.0,23.0,499,0.0
2052,341,1604,PJ,DENIED,CartaoCredito,Springfield,259101.0,23.0,463,0.0
2054,585,318,PJ,DENIED,Emprestimo,Smallville,57881.0,9.0,496,0.0
2055,443,10815,PJ,DENIED,Emprestimo,Springfield,1676430.0,22.0,657,0.0
2056,364,11889,PJ,DENIED,Emprestimo,Smallville,408059.0,1.0,607,0.0
2057,488,6741,PJ,DENIED,CartaoCredito,Smallville,107838.0,10.0,377,0.0
2058,500,3914,PJ,DENIED,CartaoCredito,Springfield,837108.0,4.0,555,0.0
2059,496,3771,PJ,DENIED,Emprestimo,Springfield,1128248.0,0.0,277,0.0
2060,446,3675,PJ,DENIED,Emprestimo,Smallville,119248.0,34.0,543,0.0
2061,581,2710,PJ,DENIED,CartaoCredito,Night City,306736.0,6.0,581,0.0
2062,427,2621,PJ,DENIED,CartaoCredito,Smallville,238240.0,0.0,296,0.0
2063,563,24928,PJ,DENIED,Emprestimo,Smallville,154163.0,3.0,265,0.0
2064,285,15017,PJ,DENIED,CartaoCredito,Night City,275321.0,8.0,264,0.0
2065,328,9915,PJ,DENIED,Emprestimo,Smallville,285916.0,1.0,662,0.0
2066,360,1252,PJ,DENIED,CartaoCredito,Night City,78793.0,2.0,334,0.0
2068,262,1707,PJ,DENIED,Emprestimo,Smallville,201944.0,0.0,330,0.0
2069,238,4635,PJ,DENIED,CartaoCredito,Springfield,199233.0,22.0,681,0.0
2070,583,1611,PJ,DENIED,Emprestimo,Smallville,310359.0,6.0,649,0.0
2071,507,2981,PJ,DENIED,CartaoCredito,Springfield,134258.0,4.0,631,0.0
2072,279,2900,PJ,DENIED,CartaoCredito,Night City,317887.0,1.0,391,0.0
2073,268,6340,PJ,DENIED,CartaoCredito,Springfield,50752.0,22.0,564,0.0
2074,244,1202,PJ,DENIED,Emprestimo,Night City,460922.0,10.0,595,0.0
2076,552,2656,PJ,DENIED,CartaoCredito,Smallville,392274.0,3.0,361,0.0
2077,392,3446,PJ,DENIED,CartaoCredito,Springfield,1041636.0,15.0,470,0.0
2078,282,8323,PJ,DENIED,Emprestimo,Springfield,90583.0,3.0,687,0.0
2079,245,14703,PJ,DENIED,CartaoCredito,Night City,994939.0,0.0,520,0.0
2080,538,731,PJ,DENIED,CartaoCredito,Smallville,1111161.0,17.0,520,0.0
2081,519,776,PJ,DENIED,CartaoCredito,Night City,1134492.0,20.0,648,0.0
2082,433,4660,PJ,DENIED,Emprestimo,Smallville,1322724.0,3.0,378,0.0
2083,518,455,PJ,DENIED,CartaoCredito,Springfield,753922.0,2.0,243,0.0
2084,341,1261,PJ,DENIED,CartaoCredito,Smallville,541488.0,25.0,613,0.0
2085,398,1042,PJ,DENIED,CartaoCredito,Night City,925191.0,37.0,487,0.0
2086,582,5369,PJ,DENIED,CartaoCredito,Night City,402832.0,22.0,588,0.0
2087,261,16467,PJ,DENIED,Emprestimo,Smallville,237750.0,0.0,350,0.0
2088,500,4452,PJ,DENIED,Emprestimo,Smallville,201780.0,4.0,576,0.0
2089,404,1950,PJ,DENIED,Emprestimo,Smallville,966126.0,13.0,486,0.0
2090,342,351,PJ,DENIED,Emprestimo,Night City,225253.0,3.0,391,0.0
2091,247,10743,PJ,DENIED,Emprestimo,Springfield,21014.0,2.0,512,0.0
2092,403,7005,PJ,DENIED,Emprestimo,Night City,90583.0,15.0,434,0.0
2093,315,2459,PJ,DENIED,CartaoCredito,Springfield,82642.0,24.0,507,0.0
2094,560,6444,PJ,DENIED,CartaoCredito,Night City,477624.0,8.0,618,0.0
2095,464,2713,PJ,DENIED,CartaoCredito,Springfield,141906.0,2.0,350,0.0
2096,534,953,PJ,DENIED,Emprestimo,Springfield,499305.0,8.0,540,0.0
2097,455,15831,PJ,DENIED,CartaoCredito,Springfield,33584.0,1.0,301,0.0
2098,377,9642,PJ,DENIED,Emprestimo,Springfield,404232.0,7.0,457,0.0
2099,245,99,PJ,DENIED,CartaoCredito,Springfield,204232.0,2.0,467,0.0
2100,334,11445,PJ,DENIED,Emprestimo,Smallville,548363.0,6.0,248,0.0
2101,304,898,PJ,DENIED,Emprestimo,Smallville,493963.0,22.0,517,0.0
2102,461,7850,PJ,DENIED,Emprestimo,Springfield,313283.0,3.0,228,0.0
2103,591,680,PJ,DENIED,Emprestimo,Springfield,90583.0,13.0,369,0.0
2104,298,2542,PJ,DENIED,Emprestimo,Smallville,90583.0,16.0,392,0.0
2105,364,1470,PJ,DENIED,Emprestimo,Night City,58127.0,30.0,273,0.0
2106,583,1528,PJ,DENIED,Emprestimo,Springfield,1140780.0,3.0,238,0.0
2107,508,4062,PJ,DENIED,CartaoCredito,Springfield,2197692.0,83.0,659,0.0
2108,568,2650,PJ,DENIED,Emprestimo,Night City,76668.0,1.0,219,0.0
2109,525,5377,PJ,DENIED,CartaoCredito,Springfield,251054.0,1.0,313,0.0
2110,347,298,PJ,DENIED,Emprestimo,Springfield,89698.0,6.0,377,0.0
2111,490,737,PJ,DENIED,CartaoCredito,Springfield,450813.0,2.0,422,0.0
2112,547,3237,PJ,DENIED,CartaoCredito,Night City,1746013.0,21.0,290,0.0
2113,590,1494,PJ,DENIED,Emprestimo,Night City,576660.0,1.0,280,0.0
2114,360,5802,PJ,DENIED,CartaoCredito,Smallville,122386.0,6.0,377,0.0
2115,279,2679,PJ,DENIED,CartaoCredito,Night City,114540.0,17.0,229,0.0
2116,299,656,PJ,DENIED,Emprestimo,Night City,90583.0,22.0,445,0.0
2117,561,2125,PJ,DENIED,CartaoCredito,Springfield,898267.0,2.0,410,0.0
2118,405,375,PJ,DENIED,Emprestimo,Springfield,698195.0,11.0,625,0.0
2119,351,1796,PJ,DENIED,Emprestimo,Smallville,90583.0,6.0,632,0.0
2120,489,2483,PJ,DENIED,CartaoCredito,Night City,474027.0,8.0,428,0.0
2121,259,14373,PJ,DENIED,CartaoCredito,Night City,508000.0,14.0,516,0.0
2122,544,4261,PJ,DENIED,Emprestimo,Springfield,184017.0,8.0,284,0.0
2124,307,8494,PJ,DENIED,CartaoCredito,Night City,352519.0,2.0,594,0.0
2125,509,4781,PJ,DENIED,Emprestimo,Springfield,398231.0,6.0,452,0.0
2126,405,4168,PJ,DENIED,CartaoCredito,Night City,218892.0,13.0,628,0.0
2127,326,12928,PJ,DENIED,Emprestimo,Smallville,89596.0,7.0,611,0.0
2128,343,597,PJ,DENIED,CartaoCredito,Smallville,286539.0,8.0,469,0.0
2129,237,2339,PJ,DENIED,CartaoCredito,Springfield,462014.0,2.0,678,0.0
2130,283,6453,PJ,DENIED,CartaoCredito,Springfield,67564.0,42.0,486,0.0
2131,491,1862,PJ,DENIED,Emprestimo,Smallville,165227.0,1.0,346,0.0
2133,463,7583,PJ,DENIED,CartaoCredito,Springfield,253798.0,15.0,573,0.0
2134,343,7041,PJ,DENIED,CartaoCredito,Night City,609277.0,8.0,488,0.0
2135,466,21494,PJ,DENIED,Emprestimo,Springfield,174969.0,4.0,450,0.0
2136,570,6589,PJ,DENIED,Emprestimo,Smallville,1290126.0,6.0,241,0.0
2137,344,2933,PJ,DENIED,Emprestimo,Springfield,242416.0,8.0,204,0.0
2138,489,4230,PJ,DENIED,CartaoCredito,Smallville,120193.0,12.0,546,0.0
2139,476,195,PJ,DENIED,CartaoCredito,Springfield,781445.0,17.0,344,0.0
2141,345,8803,PJ,DENIED,Emprestimo,Smallville,446983.0,0.0,591,0.0
2142,397,4701,PJ,DENIED,Emprestimo,Springfield,90583.0,16.0,654,0.0
2143,264,461,PJ,DENIED,Emprestimo,Springfield,416246.0,20.0,478,0.0
2145,444,1880,PJ,DENIED,CartaoCredito,Smallville,179307.0,8.0,673,0.0
2146,327,4301,PJ,DENIED,CartaoCredito,Springfield,209376.0,0.0,440,0.0
2147,301,27,PJ,DENIED,CartaoCredito,Springfield,90583.0,1.0,252,0.0
2148,428,4160,PJ,DENIED,Emprestimo,Springfield,92589.0,14.0,274,0.0
2149,539,9535,PJ,DENIED,Emprestimo,Smallville,9062.0,2.0,663,0.0
2150,306,4698,PJ,DENIED,Emprestimo,Night City,290556.0,17.0,384,0.0
2151,496,4481,PJ,DENIED,Emprestimo,Night City,679291.0,13.0,536,0.0
2152,486,4538,PJ,DENIED,Emprestimo,Smallville,512530.0,10.0,235,0.0
2153,587,2807,PJ,DENIED,CartaoCredito,Springfield,1226897.0,2.0,302,0.0
2154,501,4041,PJ,DENIED,Emprestimo,Night City,63842.0,7.0,452,0.0
2155,484,5231,PJ,DENIED,CartaoCredito,Smallville,818676.0,2.0,476,0.0
2156,469,57,PJ,DENIED,CartaoCredito,Springfield,97092.0,19.0,402,0.0
2157,325,8518,PJ,DENIED,Emprestimo,Springfield,197535.0,8.0,540,0.0
2158,244,1453,PJ,DENIED,Emprestimo,Night City,301029.0,5.0,335,0.0
2159,562,3617,PJ,DENIED,Emprestimo,Springfield,780474.0,9.0,410,0.0
2160,544,19019,PJ,DENIED,CartaoCredito,Smallville,1211317.0,1.0,481,0.0
2161,385,571,PJ,DENIED,CartaoCredito,Springfield,344027.0,22.0,404,0.0
2162,430,4972,PJ,DENIED,CartaoCredito,Smallville,601585.0,6.0,628,0.0
2163,361,548,PJ,DENIED,Emprestimo,Springfield,122797.0,14.0,509,0.0
2164,260,8381,PJ,DENIED,CartaoCredito,Smallville,209276.0,3.0,227,0.0
2165,287,3318,PJ,DENIED,CartaoCredito,Springfield,395784.0,18.0,400,0.0
2166,370,6193,PJ,DENIED,CartaoCredito,Smallville,120206.0,13.0,625,0.0
2167,417,2262,PJ,DENIED,CartaoCredito,Smallville,467011.0,4.0,309,0.0
2168,306,8957,PJ,DENIED,Emprestimo,Smallville,304856.0,14.0,226,0.0
2169,314,6654,PJ,DENIED,Emprestimo,Night City,1973622.0,5.0,693,0.0
2170,567,1189,PJ,DENIED,Emprestimo,Night City,370269.0,17.0,341,0.0
2171,426,8549,PJ,DENIED,Emprestimo,Smallville,855821.0,3.0,682,0.0
2172,547,4285,PJ,DENIED,CartaoCredito,Springfield,90583.0,6.0,614,0.0
2173,584,1296,PJ,DENIED,CartaoCredito,Night City,153023.0,15.0,676,0.0
2175,265,9575,PJ,DENIED,CartaoCredito,Springfield,564130.0,26.0,689,0.0
2176,462,1461,PJ,DENIED,CartaoCredito,Springfield,607713.0,12.0,617,0.0
2177,350,3516,PJ,DENIED,CartaoCredito,Springfield,402155.0,10.0,497,0.0
2178,503,707,PJ,DENIED,Emprestimo,Night City,90583.0,0.0,663,0.0
2179,271,1280,PJ,DENIED,Emprestimo,Smallville,6853.0,10.0,486,0.0
2180,429,4736,PJ,DENIED,Emprestimo,Springfield,1000807.0,14.0,301,0.0
2181,567,2837,PJ,DENIED,CartaoCredito,Smallville,113160.0,17.0,342,0.0
2182,332,368,PJ,DENIED,Emprestimo,Springfield,1523939.0,36.0,242,0.0
2183,319,3600,PJ,DENIED,Emprestimo,Springfield,173403.0,28.0,217,0.0
2184,483,451,PJ,DENIED,CartaoCredito,Springfield,141418.0,8.0,444,0.0
2185,497,1960,PJ,DENIED,Emprestimo,Springfield,90583.0,6.0,217,0.0
2186,587,1259,PJ,DENIED,Emprestimo,Springfield,90583.0,16.0,678,0.0
2187,380,6319,PJ,DENIED,CartaoCredito,Night City,18707.0,14.0,309,0.0
2188,467,3883,PJ,DENIED,CartaoCredito,Springfield,59681.0,9.0,486,0.0
2189,283,4617,PJ,DENIED,CartaoCredito,Smallville,914369.0,42.0,354,0.0
2191,281,2687,PJ,DENIED,Emprestimo,Night City,9132.0,2.0,203,0.0
2192,565,6855,PJ,DENIED,Emprestimo,Springfield,128327.0,1.0,410,0.0
2193,474,1564,PJ,DENIED,Emprestimo,Springfield,631698.0,48.0,361,0.0
2194,471,5408,PJ,DENIED,CartaoCredito,Night City,274926.0,22.0,567,0.0
2195,346,3582,PJ,DENIED,CartaoCredito,Springfield,124509.0,18.0,238,0.0
2196,313,2194,PJ,DENIED,Emprestimo,Springfield,1294500.0,17.0,686,0.0
2197,570,2631,PJ,DENIED,Emprestimo,Night City,692044.0,5.0,397,0.0
2198,374,3921,PJ,DENIED,CartaoCredito,Smallville,901929.0,28.0,694,0.0
2199,257,3427,PJ,DENIED,CartaoCredito,Springfield,78511.0,2.0,289,0.0
2200,544,4644,PJ,DENIED,CartaoCredito,Smallville,293176.0,5.0,592,0.0
2201,432,5387,PJ,DENIED,Emprestimo,Night City,266433.0,5.0,645,0.0
2202,553,1580,PJ,DENIED,CartaoCredito,Springfield,435005.0,21.0,390,0.0
2203,272,6381,PJ,DENIED,Emprestimo,Night City,90583.0,17.0,494,0.0
2204,362,8416,PJ,DENIED,CartaoCredito,Night City,917079.0,6.0,382,0.0
2205,401,8298,PJ,DENIED,Emprestimo,Smallville,567643.0,8.0,382,0.0
2206,535,16084,PJ,DENIED,Emprestimo,Springfield,52815.0,6.0,380,0.0
2207,534,4226,PJ,DENIED,Emprestimo,Night City,271761.0,3.0,538,0.0
2208,382,14560,PJ,DENIED,Emprestimo,Springfield,160159.0,9.0,224,0.0
2210,561,332,PJ,DENIED,CartaoCredito,Springfield,851646.0,30.0,312,0.0
2211,562,682,PJ,DENIED,CartaoCredito,Springfield,1144485.0,8.0,626,0.0
2212,517,13112,PJ,DENIED,CartaoCredito,Night City,155053.0,6.0,398,0.0
2213,300,6630,PJ,DENIED,CartaoCredito,Smallville,13671.0,5.0,372,0.0
2214,462,3428,PJ,DENIED,CartaoCredito,Springfield,284084.0,1.0,532,0.0
2215,309,3392,PJ,DENIED,CartaoCredito,Springfield,752333.0,6.0,493,0.0
2216,462,5019,PJ,DENIED,Emprestimo,Night City,210313.0,9.0,415,0.0
2217,301,1429,PJ,DENIED,CartaoCredito,Smallville,1542076.0,2.0,630,0.0
2218,244,695,PJ,DENIED,CartaoCredito,Smallville,159304.0,4.0,424,0.0
2220,410,1854,PJ,DENIED,Emprestimo,Springfield,505964.0,9.0,235,0.0
2221,562,5449,PJ,DENIED,CartaoCredito,Night City,55647.0,6.0,692,0.0
2222,253,14316,PJ,DENIED,CartaoCredito,Springfield,982634.0,4.0,671,0.0
2224,439,9364,PJ,DENIED,CartaoCredito,Night City,173219.0,4.0,697,0.0
2226,511,8083,PJ,DENIED,Emprestimo,Smallville,66312.0,70.0,202,0.0
2227,509,3417,PJ,DENIED,CartaoCredito,Smallville,1149475.0,17.0,642,0.0
2228,370,900,PJ,DENIED,CartaoCredito,Smallville,1103714.0,2.0,428,0.0
2229,388,1539,PJ,DENIED,Emprestimo,Springfield,554852.0,12.0,235,0.0
2230,419,5228,PJ,DENIED,CartaoCredito,Smallville,241292.0,29.0,269,0.0
2231,571,7034,PJ,DENIED,Emprestimo,Smallville,400943.0,6.0,503,0.0
2232,533,2910,PJ,DENIED,CartaoCredito,Smallville,285540.0,10.0,543,0.0
2233,243,1860,PJ,DENIED,CartaoCredito,Smallville,148697.0,4.0,514,0.0
2234,237,3090,PJ,DENIED,Emprestimo,Smallville,310115.0,22.0,645,0.0
2235,375,3899,PJ,DENIED,CartaoCredito,Smallville,625919.0,23.0,279,0.0
2236,541,7172,PJ,DENIED,CartaoCredito,Springfield,1297799.0,1.0,646,0.0
2237,590,5266,PJ,DENIED,CartaoCredito,Smallville,95719.0,3.0,539,0.0
2238,412,9700,PJ,DENIED,Emprestimo,Smallville,867018.0,17.0,602,0.0
2239,334,9024,PJ,DENIED,Emprestimo,Smallville,360212.0,10.0,208,0.0
2240,501,9633,PJ,DENIED,CartaoCredito,Smallville,130001.0,22.0,590,0.0
2241,252,3671,PJ,DENIED,CartaoCredito,Smallville,677520.0,13.0,586,0.0
2242,472,8867,PJ,DENIED,CartaoCredito,Night City,553640.0,17.0,562,0.0
2243,491,1078,PJ,DENIED,CartaoCredito,Night City,29570.0,3.0,636,0.0
2244,418,3518,PJ,DENIED,CartaoCredito,Springfield,573455.0,22.0,297,0.0
2245,348,7589,PJ,DENIED,CartaoCredito,Springfield,562139.0,9.0,583,0.0
2246,320,1416,PJ,DENIED,Emprestimo,Night City,1207249.0,15.0,327,0.0
2247,309,2633,PJ,DENIED,CartaoCredito,Night City,822004.0,12.0,400,0.0
2248,251,10450,PJ,DENIED,CartaoCredito,Night City,90583.0,22.0,549,0.0
2249,470,114,PJ,DENIED,Emprestimo,Smallville,691.0,34.0,586,0.0
2250,554,3551,PJ,DENIED,Emprestimo,Night City,779690.0,47.0,427,0.0
2251,595,5558,PJ,DENIED,CartaoCredito,Springfield,979951.0,2.0,314,0.0
2252,429,585,PJ,DENIED,Emprestimo,Springfield,341579.0,5.0,224,0.0
2253,561,12908,PJ,DENIED,Emprestimo,Night City,670180.0,2.0,619,0.0
2254,571,7507,PJ,DENIED,Emprestimo,Springfield,117686.0,2.0,375,0.0
2255,482,8655,PJ,DENIED,CartaoCredito,Smallville,90583.0,33.0,696,0.0
2256,445,1757,PJ,DENIED,CartaoCredito,Springfield,1414856.0,12.0,547,0.0
2257,553,6465,PJ,DENIED,Emprestimo,Smallville,560004.0,19.0,455,0.0
2258,536,1306,PJ,DENIED,CartaoCredito,Springfield,1507426.0,11.0,418,0.0
2259,495,552,PJ,DENIED,CartaoCredito,Springfield,49944.0,11.0,393,0.0
2260,287,2389,PJ,DENIED,CartaoCredito,Springfield,183293.0,23.0,595,0.0
2261,292,6295,PJ,DENIED,CartaoCredito,Night City,281435.0,6.0,607,0.0
2262,264,2976,PJ,DENIED,CartaoCredito,Smallville,207556.0,1.0,321,0.0
2263,306,1480,PJ,DENIED,Emprestimo,Night City,4654.0,1.0,384,0.0
2264,396,5755,PJ,DENIED,CartaoCredito,Springfield,196841.0,17.0,381,0.0
2266,374,3128,PJ,DENIED,CartaoCredito,Springfield,1046938.0,0.0,657,0.0
2267,440,10612,PJ,DENIED,Emprestimo,Smallville,155173.0,2.0,695,0.0
2268,238,8156,PJ,DENIED,CartaoCredito,Smallville,72419.0,22.0,495,0.0
2269,258,11476,PJ,DENIED,Emprestimo,Springfield,105249.0,11.0,659,0.0
2270,283,4888,PJ,DENIED,Emprestimo,Springfield,416994.0,8.0,372,0.0
2271,504,28,PJ,DENIED,CartaoCredito,Springfield,184944.0,4.0,506,0.0
2272,548,3419,PJ,DENIED,CartaoCredito,Night City,213118.0,3.0,208,0.0
