CustomerID,ApplicationDate,CreditAmount,PersonType,ApprovalStatus,ProductType,City,PersonIncome,PersonAge,CompanyRevenue,CompanyAge,EconomicActivity,CreditScore,DefaultStatus
87023,2023-06-25,4532,PJ,APPROVED,Emprestimo,Smallville,NaN,NaN,120284,2,HealthCare,553,0
323041,2023-09-23,27286,PJ,DENIED,Emprestimo,Springfield,NaN,NaN,53743,3,HealthCare,413,NaN
73000,2023-02-21,2857,PF,APPROVED,CartaoCredito,Night City,156815,43,NaN,NaN,null,686,0
411488,2023-09-12,12672,PJ,DENIED,Emprestimo,Smallville,NaN,NaN,3813,30,HealthCare,386,NaN
108329,2023-01-07,2116,PJ,APPROVED,CartaoCredito,Springfield,NaN,NaN,56513,10,HealthCare,622,0
426524,2023-08-01,281,PF,APPROVED,CartaoCredito,Springfield,NaN,46,NaN,NaN,null,869,0
108498,2023-08-30,1142,PF,DENIED,Emprestimo,Springfield,14132,66,NaN,NaN,null,685,NaN
422283,2023-01-16,2712,PJ,APPROVED,CartaoCredito,Smallville,NaN,NaN,NaN,19,Others,659,0
31121,2023-03-03,1240,PJ,APPROVED,CartaoCredito,Smallville,NaN,NaN,751227,37,HealthCare,605,0
298884,2023-04-14,1,PJ,DENIED,Emprestimo,Springfield,NaN,NaN,69072,0,Others,222,NaN
183929,2023-10-15,12326,PF,APPROVED,Emprestimo,Springfield,118311,47,NaN,NaN,null,786,0
279069,2023-08-13,9286,PF,DENIED,CartaoCredito,Springfield,8639,51,NaN,NaN,null,456,NaN
147370,2023-01-20,6780,PJ,DENIED,Emprestimo,Night City,NaN,NaN,129747,3,Marketing,670,NaN
312926,2023-08-27,919,PJ,DENIED,Emprestimo,Springfield,NaN,NaN,140172,8,Others,231,NaN
282470,2023-01-04,641,PF,APPROVED,Emprestimo,Night City,15545,23,NaN,NaN,null,642,1
88279,2023-05-22,350,PJ,APPROVED,CartaoCredito,null,NaN,NaN,347973,18,Others,864,0
169688,2023-04-09,6437,PF,DENIED,CartaoCredito,Night City,46444,50,NaN,NaN,null,283,NaN
369127,2023-11-07,13212,PF,DENIED,Emprestimo,Smallville,3315,61,NaN,NaN,null,417,NaN
153425,2023-08-29,2815,PJ,APPROVED,CartaoCredito,Night City,NaN,NaN,11220,2,Education,727,0
151694,2023-11-11,634,PJ,DENIED,CartaoCredito,Springfield,NaN,NaN,78918,3,null,355,NaN
300279,2023-01-07,3591,PJ,DENIED,Emprestimo,Night City,NaN,NaN,690093,2,Agriculture,491,NaN
140165,2023-11-12,2145,PJ,DENIED,Emprestimo,Smallville,NaN,NaN,740459,9,HealthCare,647,NaN
499331,2023-08-25,2349,PF,APPROVED,CartaoCredito,Smallville,14199,36,NaN,NaN,null,871,0
449848,2023-03-26,4855,PJ,DENIED,Emprestimo,Night City,NaN,NaN,172346,20,Marketing,251,NaN
269702,2023-05-19,6342,PJ,APPROVED,Emprestimo,Smallville,NaN,NaN,127999,34,HealthCare,742,0
471941,2023-12-22,586,PF,DENIED,CartaoCredito,Smallville,12789,40,NaN,NaN,null,327,NaN
356149,2023-02-06,181,PF,DENIED,Emprestimo,Night City,55937,NaN,NaN,NaN,null,482,NaN
427390,2023-04-25,25863,PF,APPROVED,CartaoCredito,Night City,3481,24,NaN,NaN,null,666,0
49926,2023-11-12,1325,PJ,APPROVED,CartaoCredito,Springfield,NaN,NaN,325534,7,Marketing,750,0
71088,2023-07-13,277,PF,DENIED,CartaoCredito,Smallville,79669,NaN,NaN,NaN,null,205,NaN
393266,2023-03-09,1053,PJ,APPROVED,CartaoCredito,Night City,NaN,NaN,86661,9,Agriculture,899,1
411929,2023-07-02,199,PJ,APPROVED,Emprestimo,Springfield,NaN,NaN,312886,15,HealthCare,771,0
215795,2023-06-16,2486,PJ,APPROVED,Emprestimo,Smallville,NaN,NaN,212029,1,Education,850,0
481700,2023-12-04,8108,PF,APPROVED,Emprestimo,Night City,82284,41,NaN,NaN,null,869,0
31083,2023-01-08,2087,PF,APPROVED,CartaoCredito,Springfield,28779,56,NaN,NaN,null,625,0
145398,2023-04-01,2937,PJ,DENIED,CartaoCredito,Night City,NaN,NaN,577298,18,Agriculture,258,NaN
454583,2023-07-12,5629,PJ,APPROVED,CartaoCredito,Springfield,NaN,NaN,1008206,8,null,804,0
343879,2023-05-02,3555,PF,APPROVED,Emprestimo,Night City,51217,63,NaN,NaN,null,519,0
66526,2023-05-24,9882,PF,APPROVED,Emprestimo,Night City,82421,48,NaN,NaN,null,512,1
367750,2023-02-27,10051,PJ,DENIED,Emprestimo,Smallville,NaN,NaN,60327,6,Others,258,NaN
454075,2023-05-07,50,PF,DENIED,Emprestimo,Springfield,21226,21,NaN,NaN,null,685,NaN
69569,2023-05-09,7526,PJ,DENIED,Emprestimo,Smallville,NaN,NaN,239267,2,HealthCare,395,NaN
130903,2023-08-16,3088,PF,DENIED,Emprestimo,Springfield,44766,45,NaN,NaN,null,289,NaN
76674,2023-03-27,22477,PF,APPROVED,Emprestimo,Springfield,11034,49,NaN,NaN,null,626,0
372976,2023-12-23,3301,PJ,DENIED,CartaoCredito,Smallville,NaN,NaN,1203852,7,HealthCare,574,NaN
168872,2023-07-02,21674,PJ,DENIED,Emprestimo,Springfield,NaN,NaN,36095,7,Education,398,NaN
434364,2023-10-23,7024,PJ,DENIED,Emprestimo,Smallville,NaN,NaN,267394,3,Education,633,NaN
129790,2023-08-16,1429,PJ,DENIED,CartaoCredito,Smallville,NaN,NaN,193172,10,Others,350,NaN
399232,2023-11-16,3865,PF,DENIED,Emprestimo,Smallville,25186,63,NaN,NaN,null,429,NaN
442267,2023-11-21,24227,PJ,APPROVED,CartaoCredito,Night City,NaN,NaN,694613,NaN,Others,840,0
354542,2023-10-24,9743,PJ,APPROVED,CartaoCredito,Night City,NaN,NaN,110136,4,Education,880,0
205889,2023-01-11,512,PJ,DENIED,CartaoCredito,Springfield,NaN,NaN,705256,1,HealthCare,386,NaN
256618,2023-07-21,6127,PJ,APPROVED,Emprestimo,Smallville,NaN,NaN,NaN,1,null,813,0
74539,2023-04-12,2120,PJ,DENIED,CartaoCredito,Springfield,NaN,NaN,592006,16,Agriculture,572,NaN
302738,2023-02-25,35,PJ,APPROVED,CartaoCredito,Night City,NaN,NaN,265387,10,HealthCare,674,0
331561,2023-11-23,2583,PF,DENIED,CartaoCredito,Smallville,NaN,62,NaN,NaN,null,595,NaN
140886,2023-08-28,1338,PF,DENIED,CartaoCredito,Smallville,122292,62,NaN,NaN,null,443,NaN
329155,2023-02-01,8543,PJ,APPROVED,Emprestimo,Springfield,NaN,NaN,627719,0,Education,880,1
217174,2023-05-20,2057,PF,APPROVED,CartaoCredito,Night City,38276,47,NaN,NaN,null,899,0
196699,2023-12-16,8787,PF,APPROVED,Emprestimo,Night City,24580,64,NaN,NaN,null,788,0
236974,2023-08-11,3,PJ,APPROVED,CartaoCredito,Smallville,NaN,NaN,1026368,5,Agriculture,742,0
39593,2023-08-16,1840,PJ,APPROVED,CartaoCredito,Smallville,NaN,NaN,384372,2,Marketing,866,1
332204,2023-03-24,1380,PJ,APPROVED,CartaoCredito,Night City,NaN,NaN,205620,3,Marketing,537,0
416599,2023-03-29,1330,PJ,APPROVED,CartaoCredito,Smallville,NaN,NaN,131584,2,Education,851,0
461440,2023-02-25,353,PF,APPROVED,Emprestimo,Smallville,14046,66,NaN,NaN,null,840,1
403117,2023-12-20,1036,PJ,APPROVED,CartaoCredito,Smallville,NaN,NaN,208161,1,Marketing,644,0
48809,2023-11-28,4055,PF,DENIED,Emprestimo,Night City,NaN,67,NaN,NaN,null,297,NaN
211210,2023-04-30,1722,PJ,APPROVED,Emprestimo,Smallville,NaN,NaN,7107,3,Education,788,0
270330,2023-07-17,2701,PF,APPROVED,Emprestimo,Smallville,19201,40,NaN,NaN,null,703,0
393113,2023-03-17,2365,PF,DENIED,CartaoCredito,Springfield,51172,65,NaN,NaN,null,630,NaN
145871,2023-02-20,10434,PJ,DENIED,Emprestimo,Night City,NaN,NaN,427214,0,Agriculture,679,NaN
364225,2023-07-17,11785,PF,APPROVED,Emprestimo,Springfield,7638,34,NaN,NaN,null,684,0
490910,2023-10-19,3396,PJ,APPROVED,CartaoCredito,Springfield,NaN,NaN,850816,3,HealthCare,665,0
459967,2023-11-10,2004,PF,DENIED,CartaoCredito,Night City,2244,26,NaN,NaN,null,489,NaN
193500,2023-04-23,565,PF,APPROVED,CartaoCredito,Springfield,5497,38,NaN,NaN,null,662,0
238392,2023-09-14,15331,PJ,DENIED,CartaoCredito,Night City,NaN,NaN,416410,NaN,Marketing,406,NaN
498207,2023-07-10,311,PF,APPROVED,CartaoCredito,Springfield,34433,66,NaN,NaN,null,844,0
255876,2023-02-19,1767,PJ,DENIED,CartaoCredito,Night City,NaN,NaN,127119,1,HealthCare,661,NaN
171594,2023-12-29,1770,PJ,DENIED,CartaoCredito,Smallville,NaN,NaN,840860,3,Agriculture,460,NaN
305113,2023-12-22,1931,PJ,DENIED,Emprestimo,Springfield,NaN,NaN,787750,5,Marketing,457,NaN
1297,2023-02-22,897,PJ,DENIED,CartaoCredito,Night City,NaN,NaN,NaN,2,Marketing,385,NaN
455558,2023-12-06,7643,PF,DENIED,Emprestimo,Smallville,NaN,NaN,NaN,NaN,null,598,NaN
405870,2023-11-30,653,PF,APPROVED,CartaoCredito,Smallville,260360,64,NaN,NaN,null,841,0
444160,2023-04-26,5038,PJ,DENIED,CartaoCredito,Night City,NaN,NaN,321570,0,Others,377,NaN
384159,2023-07-22,661,PF,DENIED,CartaoCredito,Springfield,573,38,NaN,NaN,null,229,NaN
48834,2023-12-12,366,PF,DENIED,CartaoCredito,null,3810,66,NaN,NaN,null,314,NaN
383219,2023-02-13,12008,PJ,DENIED,CartaoCredito,Night City,NaN,NaN,169309,9,Education,261,NaN
240360,2023-04-26,1054,PJ,DENIED,Emprestimo,Springfield,NaN,NaN,237586,3,HealthCare,596,NaN
332840,2023-11-17,8609,PF,APPROVED,Emprestimo,Smallville,38971,62,NaN,NaN,null,563,0
348203,2023-09-22,3933,PF,DENIED,Emprestimo,Night City,80829,64,NaN,NaN,null,687,NaN
365581,2023-10-06,405,PF,DENIED,Emprestimo,Smallville,83954,63,NaN,NaN,null,685,NaN
187812,2023-11-17,15556,PJ,DENIED,CartaoCredito,Night City,NaN,NaN,160194,22,Marketing,466,NaN
445701,2023-05-31,1418,PF,DENIED,Emprestimo,Night City,98118,21,NaN,NaN,null,251,NaN
33204,2023-05-30,9818,PJ,DENIED,CartaoCredito,Springfield,NaN,NaN,1447528,1,Others,356,NaN
417165,2023-06-11,924,PF,DENIED,CartaoCredito,Night City,56700,41,NaN,NaN,null,412,NaN
280193,2023-12-06,9619,PF,DENIED,Emprestimo,Springfield,2197,45,NaN,NaN,null,649,NaN
208518,2023-11-22,67,PF,APPROVED,Emprestimo,Springfield,7925,21,NaN,NaN,null,519,1
114206,2023-12-06,3585,PJ,DENIED,Emprestimo,Night City,NaN,NaN,208859,1,Others,380,NaN
225257,2023-04-10,7336,PJ,APPROVED,Emprestimo,Springfield,NaN,NaN,NaN,4,Education,650,0
432458,2023-10-11,13651,PF,DENIED,CartaoCredito,Night City,20879,23,NaN,NaN,null,353,NaN
111072,2023-02-08,11996,PF,DENIED,Emprestimo,Smallville,54882,39,NaN,NaN,null,553,NaN
259374,2023-03-09,8564,PF,DENIED,CartaoCredito,Night City,45390,69,NaN,NaN,null,493,NaN
140791,2023-10-05,10955,PF,DENIED,CartaoCredito,Springfield,4788,60,NaN,NaN,null,603,NaN
169275,2023-08-11,1111,PJ,DENIED,CartaoCredito,Night City,NaN,NaN,49682,9,Others,672,NaN
434291,2023-04-08,1672,PF,APPROVED,Emprestimo,Night City,48515,36,NaN,NaN,null,694,0
148685,2023-07-26,1705,PF,APPROVED,CartaoCredito,Night City,NaN,26,NaN,NaN,null,659,1
177081,2023-03-26,2366,PF,APPROVED,CartaoCredito,Smallville,38839,43,NaN,NaN,null,654,0
286949,2023-03-26,2499,PF,APPROVED,CartaoCredito,Smallville,27249,21,NaN,NaN,null,759,0
303004,2023-09-08,3932,PJ,DENIED,Emprestimo,Night City,NaN,NaN,46721,3,Education,464,NaN
68469,2023-05-11,871,PJ,DENIED,Emprestimo,Springfield,NaN,NaN,889312,20,HealthCare,208,NaN
296822,2023-09-08,5876,PF,DENIED,CartaoCredito,Springfield,2530,60,NaN,NaN,null,215,NaN
446915,2023-06-23,917,PF,DENIED,Emprestimo,Smallville,7533,NaN,NaN,NaN,null,468,NaN
254457,2023-07-02,1858,PF,APPROVED,Emprestimo,Springfield,133134,23,NaN,NaN,null,639,0
413299,2023-08-09,3499,PF,APPROVED,CartaoCredito,Springfield,106785,58,NaN,NaN,null,704,0
180219,2023-09-17,7959,PF,DENIED,Emprestimo,Night City,34878,70,NaN,NaN,null,367,NaN
468795,2023-05-17,6725,PJ,DENIED,Emprestimo,Springfield,NaN,NaN,68612,NaN,HealthCare,212,NaN
357854,2023-11-07,5186,PF,APPROVED,CartaoCredito,Night City,8398,21,NaN,NaN,null,720,0
399641,2023-06-28,847,PJ,DENIED,Emprestimo,Springfield,NaN,NaN,412044,NaN,Agriculture,415,NaN
25381,2023-02-20,3960,PF,APPROVED,CartaoCredito,Smallville,120193,23,NaN,NaN,null,693,0
24088,2023-03-12,458,PF,DENIED,Emprestimo,Smallville,37352,38,NaN,NaN,null,218,NaN
52206,2023-01-12,2369,PF,DENIED,CartaoCredito,Smallville,81993,65,NaN,NaN,null,331,NaN
328299,2023-10-06,2668,PF,DENIED,CartaoCredito,Night City,35837,55,NaN,NaN,null,605,NaN
410984,2023-01-06,203,PJ,APPROVED,CartaoCredito,Night City,NaN,NaN,2005620,12,null,791,0
438673,2023-04-09,1601,PF,APPROVED,CartaoCredito,Smallville,47594,48,NaN,NaN,null,561,0
240954,2023-05-31,15578,PF,APPROVED,Emprestimo,Springfield,2092,35,NaN,NaN,null,688,0
8537,2023-09-28,15356,PF,DENIED,CartaoCredito,Smallville,29964,68,NaN,NaN,null,603,NaN
65137,2023-12-26,2172,PJ,APPROVED,Emprestimo,Springfield,NaN,NaN,44379,12,HealthCare,740,0
487291,2023-10-03,220,PJ,DENIED,CartaoCredito,Springfield,NaN,NaN,NaN,6,Others,377,NaN
449657,2023-01-25,987,PJ,APPROVED,CartaoCredito,Smallville,NaN,NaN,143841,33,HealthCare,676,0
82829,2023-12-04,2490,PF,DENIED,Emprestimo,Springfield,NaN,36,NaN,NaN,null,234,NaN
231361,2023-12-25,14761,PJ,APPROVED,CartaoCredito,null,NaN,NaN,192048,16,Marketing,781,0
239347,2023-11-12,761,PJ,APPROVED,CartaoCredito,Night City,NaN,NaN,694533,2,Agriculture,556,0
355,2023-06-28,7209,PJ,APPROVED,Emprestimo,Night City,NaN,NaN,916732,10,Education,784,0
224291,2023-04-29,575,PJ,DENIED,Emprestimo,null,NaN,NaN,2511,18,HealthCare,226,NaN
106074,2023-06-16,19885,PF,APPROVED,CartaoCredito,Night City,2236,27,NaN,NaN,null,857,0
361021,2023-03-31,2403,PJ,APPROVED,Emprestimo,Smallville,NaN,NaN,209517,1,Marketing,828,1
476792,2023-05-28,7463,PF,DENIED,Emprestimo,Night City,12286,36,NaN,NaN,null,683,NaN
69161,2023-01-16,2097,PF,DENIED,Emprestimo,Springfield,NaN,57,NaN,NaN,null,646,NaN
462500,2023-09-25,4940,PF,APPROVED,CartaoCredito,Smallville,53235,25,NaN,NaN,null,676,1
340786,2023-05-19,1066,PJ,DENIED,Emprestimo,Night City,NaN,NaN,80229,16,Agriculture,254,NaN
158265,2023-04-24,789,PF,DENIED,Emprestimo,Night City,69736,35,NaN,NaN,null,585,NaN
83350,2023-08-11,13908,PF,DENIED,CartaoCredito,Smallville,15153,40,NaN,NaN,null,616,NaN
458450,2023-09-28,12484,PJ,DENIED,CartaoCredito,Night City,NaN,NaN,971603,3,Others,435,NaN
489017,2023-08-05,10923,PF,APPROVED,CartaoCredito,Smallville,3053,21,NaN,NaN,null,830,0
459589,2023-07-11,4910,PJ,DENIED,CartaoCredito,Night City,NaN,NaN,481495,5,Marketing,534,NaN
143666,2023-11-15,8258,PJ,DENIED,Emprestimo,Springfield,NaN,NaN,3080206,0,Marketing,356,NaN
48938,2023-10-14,358,PJ,APPROVED,Emprestimo,Springfield,NaN,NaN,584551,15,Others,578,0
343193,2023-07-09,2038,PJ,DENIED,CartaoCredito,Night City,NaN,NaN,207227,8,Marketing,672,NaN
188972,2023-06-14,1882,PJ,APPROVED,Emprestimo,Night City,NaN,NaN,20996,1,Agriculture,644,0
131277,2023-10-29,5048,PF,DENIED,Emprestimo,Smallville,99365,33,NaN,NaN,null,449,NaN
43213,2023-01-16,2200,PJ,DENIED,Emprestimo,Smallville,NaN,NaN,168393,1,Marketing,323,NaN
194954,2023-12-29,804,PJ,DENIED,Emprestimo,Night City,NaN,NaN,77862,24,Agriculture,221,NaN
348394,2023-07-08,4537,PJ,APPROVED,Emprestimo,Smallville,NaN,NaN,61572,3,HealthCare,790,0
473852,2023-05-25,8420,PF,APPROVED,CartaoCredito,Springfield,68181,32,NaN,NaN,null,733,0
340217,2023-09-25,2407,PJ,APPROVED,Emprestimo,Smallville,NaN,NaN,60792,14,Agriculture,726,0
86783,2023-07-23,709,PJ,DENIED,CartaoCredito,Night City,NaN,NaN,363073,6,HealthCare,627,NaN
27152,2023-07-07,1095,PF,DENIED,Emprestimo,Night City,25148,53,NaN,NaN,null,392,NaN
207798,2023-08-18,1356,PF,APPROVED,CartaoCredito,Night City,666,35,NaN,NaN,null,868,0
327997,2023-01-18,1783,PJ,APPROVED,Emprestimo,Springfield,NaN,NaN,579607,2,Education,555,0
160175,2023-04-16,5147,PJ,DENIED,CartaoCredito,Night City,NaN,NaN,50577,2,Marketing,636,NaN
380627,2023-05-25,4593,PJ,DENIED,Emprestimo,Night City,NaN,NaN,1469971,2,Marketing,521,NaN
366709,2023-04-21,5955,PF,APPROVED,CartaoCredito,Night City,78680,37,NaN,NaN,null,701,0
395960,2023-10-29,2251,PJ,DENIED,CartaoCredito,Springfield,NaN,NaN,698117,5,Others,240,NaN
122759,2023-06-17,8686,PJ,DENIED,Emprestimo,Night City,NaN,NaN,2018899,47,Marketing,565,NaN
225041,2023-06-03,1141,PF,APPROVED,Emprestimo,Springfield,67548,64,NaN,NaN,null,712,0
343664,2023-08-12,3165,PJ,DENIED,CartaoCredito,Night City,NaN,NaN,629875,1,Agriculture,614,NaN
47815,2023-01-20,8071,PJ,DENIED,CartaoCredito,Night City,NaN,NaN,372412,1,HealthCare,457,NaN
368941,2023-07-08,993,PJ,DENIED,CartaoCredito,Night City,NaN,NaN,3834176,1,Agriculture,437,NaN
49904,2023-02-21,582,PJ,DENIED,CartaoCredito,Springfield,NaN,NaN,490996,6,Others,557,NaN
570,2023-10-30,10757,PF,DENIED,Emprestimo,Springfield,40600,51,NaN,NaN,null,617,NaN
111895,2023-06-14,2100,PJ,DENIED,Emprestimo,Smallville,NaN,NaN,100515,20,Education,424,NaN
249985,2023-09-21,5758,PJ,DENIED,CartaoCredito,Springfield,NaN,NaN,511003,5,Marketing,271,NaN
40863,2023-02-11,128,PJ,APPROVED,Emprestimo,Night City,NaN,NaN,7020,6,Agriculture,898,1
69573,2023-10-11,5857,PF,DENIED,CartaoCredito,Night City,62397,33,NaN,NaN,null,661,NaN
311260,2023-12-08,1900,PJ,DENIED,CartaoCredito,Night City,NaN,NaN,266444,16,Agriculture,652,NaN
118590,2023-09-11,287,PJ,APPROVED,Emprestimo,Night City,NaN,NaN,149467,17,Marketing,876,0
272339,2023-02-19,4706,PJ,APPROVED,CartaoCredito,Smallville,NaN,NaN,150098,13,HealthCare,518,0
356507,2023-05-31,1377,PF,APPROVED,CartaoCredito,Springfield,69605,45,NaN,NaN,null,744,1
233344,2023-06-14,2445,PJ,DENIED,Emprestimo,Springfield,NaN,NaN,1005666,28,HealthCare,481,NaN
4870,2023-03-07,420,PF,DENIED,CartaoCredito,Smallville,32832,18,NaN,NaN,null,607,NaN
4228,2023-08-03,796,PF,DENIED,CartaoCredito,Night City,53354,68,NaN,NaN,null,231,NaN
364694,2023-09-17,1769,PJ,DENIED,CartaoCredito,Smallville,NaN,NaN,254960,19,Agriculture,309,NaN
180132,2023-03-15,470,PJ,APPROVED,Emprestimo,Smallville,NaN,NaN,447257,4,Agriculture,612,1
428401,2023-06-15,12086,PJ,APPROVED,CartaoCredito,Springfield,NaN,NaN,394382,5,Education,833,0
63226,2023-04-02,30,PJ,DENIED,CartaoCredito,Smallville,NaN,NaN,1090188,2,Agriculture,410,NaN
451067,2023-09-09,3307,PJ,APPROVED,CartaoCredito,null,NaN,NaN,1807947,0,HealthCare,522,0
221415,2023-11-27,658,PF,APPROVED,CartaoCredito,Night City,213395,36,NaN,NaN,null,666,0
363873,2023-10-17,1839,PF,DENIED,Emprestimo,Night City,18983,40,NaN,NaN,null,597,NaN
69298,2023-09-19,13022,PJ,APPROVED,Emprestimo,Smallville,NaN,NaN,260268,7,Others,563,1
250453,2023-02-14,882,PF,APPROVED,CartaoCredito,Night City,47139,32,NaN,NaN,null,575,1
37135,2023-02-11,16882,PF,DENIED,CartaoCredito,Smallville,13240,46,NaN,NaN,null,405,NaN
120035,2023-06-13,1152,PJ,DENIED,Emprestimo,Smallville,NaN,NaN,93451,0,Agriculture,679,NaN
200839,2023-05-13,6766,PF,DENIED,Emprestimo,Springfield,64819,55,NaN,NaN,null,329,NaN
46836,2023-07-10,3956,PJ,APPROVED,Emprestimo,Night City,NaN,NaN,1216579,14,Agriculture,591,0
383131,2023-05-20,10792,PJ,DENIED,CartaoCredito,Night City,NaN,NaN,696061,4,Education,249,NaN
422554,2023-10-15,4037,PJ,DENIED,Emprestimo,Smallville,NaN,NaN,571519,0,Education,357,NaN
53702,2023-07-06,3824,PJ,APPROVED,CartaoCredito,Night City,NaN,NaN,122982,4,Others,799,0
54108,2023-12-12,1087,PJ,APPROVED,Emprestimo,Smallville,NaN,NaN,508003,0,HealthCare,653,0
164287,2023-05-18,909,PF,DENIED,Emprestimo,Springfield,90725,20,NaN,NaN,null,415,NaN
192709,2023-05-19,12414,PF,DENIED,CartaoCredito,Night City,9770,41,NaN,NaN,null,600,NaN
461892,2023-10-07,1986,PF,APPROVED,CartaoCredito,Night City,33363,26,NaN,NaN,null,802,0
156896,2023-11-29,2327,PF,DENIED,Emprestimo,Night City,35054,42,NaN,NaN,null,510,NaN
71896,2023-07-25,7132,PF,APPROVED,Emprestimo,Springfield,32441,68,NaN,NaN,null,501,0
200657,2023-08-29,2069,PF,APPROVED,CartaoCredito,Springfield,17479,NaN,NaN,NaN,null,744,0
405517,2023-02-24,15189,PF,APPROVED,Emprestimo,Night City,15109,26,NaN,NaN,null,574,1
426440,2023-11-13,6696,PJ,DENIED,Emprestimo,Smallville,NaN,NaN,109406,23,Marketing,466,NaN
394872,2023-03-07,4549,PJ,APPROVED,Emprestimo,Night City,NaN,NaN,308937,7,Agriculture,704,1
458489,2023-09-17,10639,PJ,DENIED,CartaoCredito,Springfield,NaN,NaN,709811,11,Agriculture,593,NaN
69807,2023-06-02,254,PF,APPROVED,Emprestimo,Smallville,94248,58,NaN,NaN,null,722,0
336371,2023-04-23,1486,PF,APPROVED,CartaoCredito,Springfield,91211,35,NaN,NaN,null,817,0
355015,2023-10-07,3128,PF,DENIED,CartaoCredito,Smallville,9645,NaN,NaN,NaN,null,432,NaN
74897,2023-06-12,1287,PF,APPROVED,CartaoCredito,Springfield,53673,66,NaN,NaN,null,632,0
35868,2023-08-17,6811,PJ,APPROVED,Emprestimo,Smallville,NaN,NaN,149011,18,HealthCare,693,0
278140,2023-02-12,12579,PF,DENIED,CartaoCredito,Springfield,17063,NaN,NaN,NaN,null,652,NaN
295327,2023-02-17,2756,PF,DENIED,Emprestimo,Springfield,NaN,27,NaN,NaN,null,238,NaN
4444,2023-03-15,2094,PJ,DENIED,CartaoCredito,Smallville,NaN,NaN,279876,7,Marketing,219,NaN
319984,2023-08-15,16292,PJ,APPROVED,Emprestimo,Smallville,NaN,NaN,843265,6,Agriculture,655,0
340798,2023-04-03,2943,PF,APPROVED,Emprestimo,Night City,81887,45,NaN,NaN,null,784,0
86045,2023-06-16,3357,PJ,DENIED,CartaoCredito,Smallville,NaN,NaN,319437,34,Others,596,NaN
230739,2023-11-08,2167,PF,DENIED,CartaoCredito,Springfield,64655,32,NaN,NaN,null,578,NaN
184124,2023-07-17,12015,PF,APPROVED,CartaoCredito,Night City,33529,58,NaN,NaN,null,545,1
378763,2023-01-03,4208,PJ,APPROVED,CartaoCredito,Springfield,NaN,NaN,1427418,NaN,HealthCare,649,0
111703,2023-11-18,7181,PJ,DENIED,Emprestimo,Springfield,NaN,NaN,276642,4,HealthCare,545,NaN
329295,2023-03-28,8351,PJ,DENIED,Emprestimo,Night City,NaN,NaN,20167,4,HealthCare,627,NaN
392309,2023-08-03,2092,PJ,APPROVED,CartaoCredito,Springfield,NaN,NaN,1055489,8,HealthCare,685,0
79364,2023-06-23,2843,PJ,DENIED,Emprestimo,Springfield,NaN,NaN,91303,0,Agriculture,257,NaN
482290,2023-05-30,9435,PF,APPROVED,CartaoCredito,Springfield,9092,NaN,NaN,NaN,null,607,0
215855,2023-01-29,2257,PF,APPROVED,CartaoCredito,Night City,76788,66,NaN,NaN,null,851,0
323002,2023-08-07,7898,PJ,DENIED,CartaoCredito,Night City,NaN,NaN,539241,3,Agriculture,527,NaN
359959,2023-03-31,14150,PJ,DENIED,Emprestimo,Night City,NaN,NaN,935412,19,Agriculture,481,NaN
231937,2023-07-19,4880,PJ,DENIED,CartaoCredito,Smallville,NaN,NaN,150707,0,Agriculture,300,NaN
450869,2023-08-14,6767,PJ,DENIED,CartaoCredito,Springfield,NaN,NaN,968691,3,null,513,NaN
113899,2023-07-22,8176,PJ,APPROVED,Emprestimo,Springfield,NaN,NaN,412649,24,HealthCare,652,0
45450,2023-10-28,9323,PJ,DENIED,CartaoCredito,Springfield,NaN,NaN,97796,18,Others,436,NaN
470073,2023-01-18,2513,PJ,DENIED,CartaoCredito,Night City,NaN,NaN,147189,9,Agriculture,576,NaN
52673,2023-02-23,263,PJ,DENIED,CartaoCredito,Springfield,NaN,NaN,780271,3,HealthCare,340,NaN
73408,2023-08-26,2570,PJ,APPROVED,CartaoCredito,Springfield,NaN,NaN,925185,11,null,821,0
394499,2023-01-14,5601,PJ,DENIED,Emprestimo,null,NaN,NaN,1039094,16,Marketing,549,NaN
64570,2023-11-07,2992,PF,APPROVED,CartaoCredito,Springfield,113154,61,NaN,NaN,null,691,0
309107,2023-08-31,6911,PF,DENIED,Emprestimo,Springfield,31425,34,NaN,NaN,null,571,NaN
382736,2023-11-02,2208,PJ,APPROVED,Emprestimo,Springfield,NaN,NaN,340727,45,HealthCare,710,1
201344,2023-04-19,5036,PJ,DENIED,Emprestimo,Night City,NaN,NaN,NaN,5,HealthCare,292,NaN
184306,2023-12-02,1032,PF,APPROVED,Emprestimo,Smallville,12745,62,NaN,NaN,null,885,0
225124,2023-01-18,6919,PF,DENIED,Emprestimo,Springfield,3950,32,NaN,NaN,null,666,NaN
164891,2023-06-01,3945,PJ,DENIED,Emprestimo,Night City,NaN,NaN,31117,19,HealthCare,490,NaN
414753,2023-03-06,1141,PJ,DENIED,Emprestimo,Springfield,NaN,NaN,547081,27,HealthCare,475,NaN
73312,2023-09-02,1726,PJ,APPROVED,CartaoCredito,null,NaN,NaN,2802,9,Agriculture,810,0
129912,2023-08-11,6904,PJ,DENIED,CartaoCredito,Springfield,NaN,NaN,904271,17,Marketing,431,NaN
145211,2023-09-09,3295,PJ,DENIED,Emprestimo,Night City,NaN,NaN,186394,21,HealthCare,566,NaN
